label,text
bbc,"Doppak umakku ulang tahun, ayah ku rap au kehe tu poken giot manabusi kado  ulang tahun i tu umakku. Au rap ayah ku bingung sanga aha na giot hami lehen tu umakku. Madung leleng hami marfikir akhirna hami manabusi masin cuci na baru tu umakku. Masin cuci na adong di bagas ni hami i ima masin cuci na madung leleng na si dua tabung i. Makana au rap ayah ku giot manabusi masin cuci na tarbaru na otomatis na sada tabung i aso ulang loja be umakku mamindakon baju i tu masin panghiyang nai. Lagian masin cuci na otomatis i bisa do i manghemat waktu rap dohot manghemat tenaga. "
bbc,"Molo manonton sada pilim pasti do adong angka poda na dibahen di ujung ni pilim i. Molo mamereng pilim on adong do sada na boi taparsiajari. Songon dia ma gabe sada ama na boi mambege angka anakhonna. Di pilim on adong ma ama na ingkon hatana na dibege, hape dakdanak nuaeng ndang na boi be ipaksa-paksa, nga adong be angka karejo na silumo ni rohana. Ama na di pilim on ingkon gabe pengacara ma nian sada anakhon na on, alana nunga loja ibana pasikholaon gabe sarjana hukum. Hape ndang lomo rohana, gabe artis do na silomo ni rohana. Gabe molo ama hita ingkon boi ma pataluhon angka egotta."
bbc,"Hal songonai ind dianggap tarsakiti kan harana halai bahkan inda boto anggo au manyukai halai. Au juo inda jungada donok dohot alaklai. Disukai alaklai sajo rasana malosok, inda cocok soalna haha. Sebagai halak jomblowati na selalu martepuk sabolah tangan, au i tarmasuk tipe picky bagasan mamilih pasangan. Gara-gara tarlalu picky-na, sampe sonnari au tetep masih jomblo. Bayangkon, jomblo  tahun. Tai au totop enjoy sih.Marawal sian pangalaman jomblo i mambuat au marpikir. Au selama i ngapa-ngapain sendirian, tu dia tu dia sendirian , jadi au marpikir tu jolona pe au pasti akan jeges-jeges sajo meskipun sendirian. Nah, ngapain marbagas coba anggo au dapot manikmati kesendirian ku? Meskipun kadang tarbersit juo bagasan pikiran ku,"
bbc,"Upacara manggotap jari, ditorangkon Ali Zain di bagasan ni buku Ensiklopedia Indonesia CD-Interaktif Anak, upacara manggotap jari na adong di daerah Papua on biasana di lakuon suku Dani, Papua. Upacara on juo di tanda do i dohot Iki Palek. Upacara manggotap jari on dilakuon molo salah sada sian kaluarga halai adong na maninggal dunia. Tujuanna oma giot markabung harana hakean ni halai. Manurut masyarakat suku Dani, hal on dilakuon harana tangis inda cukup giot mawakili kasedihan na dirasaon. Upacarana dilakuon marcara manggotap saruas jari ima manjadi simbol atas kasedihan harana akibat ni hakehean ni halak na paling donok. Proses panggotapan on biasana mamake kapak sanga pe piso tradisional sanga pe bisa juo manggotap jarina sampe magotap. Umumna upacara on hanya dilakuon oleh kaum adaboru sajo, tai tarkadang kaum alaklai juo mangalakuon na."
bbc,"Dang sai sude boi luat manang inganan naboi mambaen Gulo Sakka, alana dang di sude luat tubu batang ni bagot ai sian batang ni bagot do mula ni i jala pe molo pe adong tubu batang ni bagot disada luat i molo dang adong na boi na mangagati batang nai tong do dang adong lapatan na. Ikkon na malo do na bi mangagati batang ni bagot asa boi maraek bagot i, ai aek ni bagot i do annon na gabe diloppa lao mambaen gulo sakka. Jadi dung godang be dapot diagati paragat i batang ni bagot i diboan mai mulak tu huta, asa diloppa mai diginjang ni parapian manang na tataring. Di usehon mai sude aek ni bagot i tu balanga i, jala torus mai digaor sahat tu na gabe marhippal, molo nga sahat tu na marhippal be dibalanga i, tanda na nga jadi be i gabe gulo sakka songon na ta tanda saonnari."
bbc,"Doppak au giot kehe rap dongan ku marmayam, au maminjam tas ni akkang ku. Awalna inda do ra ia maminjam kon tas nai tu au, tai harana tangis au maminjam na, akhirna dilehen ia ma tas nai. Pas do kehe au rap dongan ku tu pantai, hami mar foto-foto di pantai i. Harana madung loja hami na foto-foto i, hami istirahat giot mangan si sada parmanganan. Mangan ma hami, pas madung siap hami mangan pas giot mambayar, hu buat ma tas ku na adong di bangku na di lambung ku. Rupana di bangku i adon paku, sakkot ma tas ku di bangku i, masubak tas nai. Langsung ma tar sip au, tarsonggot au harana na masubak i tas nai. Mabiar au hona siari akkang ku. "
bbc,"Molo na marlange on sipata ndang salelengna hita boi denggan, olo di sipata mogap hita alani sarata naso denggan dope. Alai molo tung pe hita mogap ta alo ma habiaron na dibagasan dirinta i lao mangalangka muse tu joloan ni ari. Ndang boi hita denggan marlange molo ndang hea mogap. Alana dung hea hita mogap, gabe lam manat ma hita lao marlange. Molo mabiar dope sahalakta boi do tagora donganta dong na mamboto marlange, asa boi rampak hita na marlange i. Alana molo nunga adong donganta boi ma um pos rohanta lao marlange, manang boha-boha annon nunga adong na mangurupi."
bbc,"Lumpia semarang ima panganon na marasal sian Semarang na biasana bahat peminat na doppak gior marbuko puaso di bulan puaso. Lumpia semarang di bagasan na i di lehen di bagasan nai bambu na poso , udang, wortel rap tolor. Bumbu-bumbu na di baen ima bawang putih, merica rap petcin saotik rap saotik gulo na di olah. Na manjadi cita raso ni khas Semarang harana racikan nai. Kulit ni lumpia i dibaen sian adonan na special adong campuran susu dipaduon rap isi ni lumpia i makana rasonai na khas. Lumpia semarang i bisa do disajion dalam bentuk maraek sanga pe na horing. "
bbc,"Kloning manusia na partama di Desember  ima bayi adaboru na mar goar Eve na diklaim marhasil diciptaon oleh Clonaid sian proses kloning. Sian segi teknis, kloning manusia rap dohot primata na lain na akon lobih maol dilakuon sian mamalia. Harana di bagasan sel tolor primata tadapot dua protein na potting giot mambola sel na di tanda sebagai protein spindle. Protein spindle tarlotak na donok rap dohot kromosom di bagasan tolor primata. Dampak na panghapusan inti tolor on na giot mambaen ruang tu inti donor juo bisa mamagoon protein spindle. On ma na dapot manganggu proses ni pambolahan sel i. Molo tu mamalia na lain songon huting, kalinci sang ape motci, dua protein spindle tarsebar manyaluruh di bagasan sel tolor. Makana panghapusan inti tolor on inda do mangakibatkon mago na protein spindle i."
bbc,"Terjun payung ima salah sada olahraga na ekstrim. Olahraga terjun payung i olahraga udara. Terjun payung i dilakuon mar cara mangaluppat sian ginjang ni pesawat terbang na ginjang nai madung ditottuon do i. Terjun payung inda do hanya sabatas mangaluppat sajo, bahat na porlu di pasiap molo giot mar terjun payung. Diantarana na paling utama ima parasut. Molo madung mangaluppat sian pesawat, parasut na i di kombangkon mai, mar cara di tarik tuas na adong di parasut i. parasut na dibutuhkon molo mar terjun payung ima , sada di gunaon manjadi cadangan. Olahraga terjun payung i mamarluoan kesiapan mental doppak sebelum terjun sian pesawat manuju daratan. makana tahap persiapan na pertama sebelum mangaluppat, halak na giot mangaluppat i di suruh do i mangalakuon peregangan. Tujuana aso mangalenturkon otot-otot halak na giot terjun payung i. "
bbc,"Doppak au kehe tu plaza rap akkang ku, hami mardalan-dalan giot manabusi baju. Pas ma giot masuk hami tu sada toko, rupana di jolo ni toko i baru siap di pel. Madung adong do di si palang na mandokkon lantai i baru siap di pel. Tai inda hu ligin palang nai. Pas ma lewat au hu degeon lantai nai madabu au tarsilandit pas di donok ni palang nai. Maila doma hu raso harana i. Langsung jonjong au do tolong akkang ku sambil martata-tata ia mangaligin au na madabu i. Maila au harana bahat halak na mangaligin na. Langsung kehe hami inda jadi hami manabusi di toko i harana madung maila au pambaen na."
bbc,"Mansai godang do lapatan ni Ari natal on tu ganup hita jolma. Natal on ima holong, mangajak hita asa lam manghaholongi Jesus i alana nunga tubu ibana tu hita ganup jolma, dung i lam ta hahaolongi ma donganta jolma. Mansai godang do sara na boi tabahen lao manghaholongi donganta jolma, ima sada dalan na mansai denggan lao ta ulahon. Sian mulai na jonok sian jabunta ro hita manjalang halaki, ta sise angka tondongta na adong idia pe maringanan. Ndang pola lao hita tu jabuna, saonari nunga lam ura boi mamakke telepon. Akka dongan ta sahuria lao hita mamereng halaki di Gareja."
bbc,"Dung i gabe sahalak atlet, aktivitasna wajib diulahon ima marolahraga sesara rutin. Tujuanna tangkas laho manjaga hasehatan ni daging jala maningkathon performa. Hal on pe dumenggan diulahon ima sude jolma asa dao sian gangguan hasehatan. Piga-piga aktivitas olahraga ringan na boi diulahon songon joging, lari, dahat tu marsepeda. Haruar ni karingat gabe tanda molo racun dibagas daging dipaharuar. Umbahen i, hamuna dijujui maluanghon tingki minimal  menit ganup ari laho marolahraga. Maristirahat na sukkup alana daging ndang boi dipasombu torus marolahraga torus torusan ndang adong marasi dibagas tingki na leleng. Molo dimanogot denyut jantung muna torus maningkat tandana hamuna hurang istirahat."
bbc,"Habiaran na  kehilangan kendali, manjadi rintik,atau  bahkan  mate. Inda   mangherankon,  halak-halak na jotjot malaporkon bahwa halai mampunai keinginan na kuat untuk malarihon  diri sian situasi aha pun na halai hadapi ketika  panic attacks  tarjadi.  Gejala cenderung ro dohot sangat copat dan mancapai intensitas puncak dalam  menit.Hita dapot  manganggap  panic  attacks  sebagai  kesalahan  sistem habiaran secara  fisiologis, halak tersebut mangalami tingkat  gairah sistem saraf simpatik na sesuai dohot na dialami kebahatan halak ketika di jolo pada ancaman langsung. Harana gejalana inda dapot dijelaskon,halak tersebut mancubo  mamahami  pengalamanna. Halak na  mulai marpikir  bahwa ia  sedang  sekarat,  mago  kendali,  atau manjadi rintik kemungkinan godang akan merasa lobi mabiar.Panic  attacks  na  tarjadi  secara  inda  tarduga  disebut  uncued attacks. Panic attacks na dipicu oleh situasi tertentu, songon maligin ulok,disebut sebagai cued panic attacks. Halak na mampunai tanda serangan akan ketakutanna kemungkinan godang  menderita fobia."
bbc,"Manurut au sendiri LGBT i suatu kelainan na tarjadi pada halak na mambuat halak tersebut manjadi pencinta sesama jenis, atau pencinta tu adaboru dohot alak lai, ataupun manjadi trasngender. anggo di ligin sian sisi agama, memang inda satupe agama di Indonesia na mangajarkon ataupun mamparbolehkon manusia untuk manyukai sesama jenis, harana manusia tarlahir marpasang-pasangan na martujuan untuk malanjutkon keturunan, dan agama pe mangajarkon manusia agar manjadi halak na inda sasuai dohot kodrat seksna.Sedangkon anggo diligin sian sisi kabudayaan Indonesia, LGBT sangat jelas martentangan dohot kebudayaan Indonesia. Maka sian i LGBT inda dapot ditarimo dilingkungan masyarakat Indonesia. Dan bahat sian masyarakat Indonesia manstigma buruk tarhadap pangidap LGBT dan mandeskriminasihon halak-halak pangidap LGBT tarsebut. Halai malakuhon hal tarsebut dohot marbagai alasan, songon mabiar terbawa dan manjadi LGBT, mabiar tartular dohot panyakit-panyakit na disebabkon LGBT, maila margaul dohot halak-halak LGBT, dll."
bbc,"Saonari na um rikkot ikkon taboto do akka hasalaon na tabahen, boasa sampe mabiar hita. Alana molo hasalaon naso pola timbo, huilala ndang pola sampe mabiar hita mangulahon akka karejonta. Alai molo mabiar hita alani hasalaon na tabahen mansai timbo ikkon hatop ma hita pasaehon i. Unang leleng ta simpan ndang olo hita pasaehon, gabe olo ma annon martamba balga akka hasalaon i. Asing ni muse unang gabe mabiar hita mangadopi hasalaon na tabahen i, ikkon barani do hita. Songon dia ma tu joloan ni ari marusaha hita lao mambahen akka na sintong, ndang sai tabahen be akka na mambahen sogo roha ni jolma."
bbc,"Gabe mangatasi asa unang olo marpamillit dakdanak tu akka sipanganon, sian mulai na gelleng ikkon torus do dipaksa dakdanak i asa olo manggallang sude sipanganon. Molo sian na gelleng dipasomal manggallang akka na denggan, pasti doi marlapatan tu dagingna. Molo ndang somal dakdanak i mangallang ikkau sian na gelleng, olo ma dung balga ibana gabe hatop sega simalolongna. Molo ndang somal dakdanak i mangallang dengke, dung balga olo ma marbottar-botar kulitna alana nga hurang protein sian na gelleng. Molo ndang somal mangallang akka boras ni hau, gabe gale-gale ma annon on alana nga hurang akka pitamin c. Gabe marlapatan do sude molo denggan akka sipanganonta."
bbc,"Si Marisi nunga sae be ujian na naeng tu Universitas, jala dijalo do ibana di sada Universitas na adong di Jawa.Andorang so lao ibana diparade ma jo akka barang na lao boanonna. Dua ari na naeng lao ibana idokkon notorasna ma asa mar hapal ibana lao. Hape pintor di jua si Marisi on, ndang olo ibana mar hapal alana mansai mabiar do ibana sian hatimboan. Hape mansai dao do pardalanonna lao tu Jawa, tolap do ibana asa mar bus lao alana ni biarna mar hapal. Na hea do ibana najolo madabu sian hau na timbo, gabe tarboan ma i sahat tu saonari. Na marhadomuan nu na timbo pintor mabiar do ibana."
bbc,"Au na mardongan-dongan akrab rap dongan ku adong  halak. Satiop hari sanga giot tudia pe hami dor do rap i hami na opat. Pas do topet di sikola hami sa kalas, bagas ni hami pe mardonok-donok do sude, Pas kuliah pe hami, rap do hami di sada kota tai marbeda-beda universitas na. Pas ma baru dope tamat hami kuliah, tiba-tiba ma dongan ku sada madung adong na manyapai ia giot marbagas ia. Tarsonggot hami sude harana na giot marbagas i donga ku i. Pas mangido izin ia tu hami harana na giot marbagas i ia, tangis hami harana na copat tu hami raso na giot marsarak i. Sonang do hami raso harana na giot marbagas i ia. "
bbc,"Ahok dinatahon gabe tersangka tarhaot parnataan na mandok sainganna di bagas pencalonan gubernur DKI Jakarta mamahe Surat Al Maidah , parnataan i mambahen demonstrasi na balga bulan na salpu jala na um balga im atanggal  November na salpu. Ahok sandiri di inganan kampanye di kawasan Menteng, Jakarta mandok 'manjalo' haputusan dibahen tarsangka na didok ibana ima 'contoh na dengga laho tu demokrasi'. Dibagas kasus Ahok, ahunungga leleng manduga molo si Ahok on dijerat, manang gabe tersangka, manang masuk pengadilan mamereng kasus penodaan agama sian taon  torus songon i. Jala molo adonh kasus na ndang malibathon massa, adong na cenderung hala i lolos sian jeratan hukum ninna Rumadi."
bbc,"Anggo hamu panggemar tempura, hamu harus malangkahkan pat ni hamu tu Tenya. Halai manyediaon marrmocom-mocom tendon  na sude na di baen arga di toru saribu  yen. Tendon umumna mar arga cukup godang, tetapi di restoran on, hamu akan bisa mamangan dai tabo ni  tempura tanpa adong dai khawatir mulak dohot  dompet kosong.Setiap makkukna dibaen dohot  tempura sian bahan-bahan, songon udang, jelok, okra, akar teratai, tiram, dohot torung. Hanya dohot saotik biaya tambahan, hamu madung bisa  mandapatkon sa set simarat dohot sup. Anggo ra, hamu mandapotkon manggatti indahan dohot tahu  nangali  sanga sa set soba / udon."
bbc,"Adong godang inuman tabo na ambung hian dibahen ho di jabu. Sala sada inuman na boi ho suba bahen adong ma infused water. Bahan-bahan na diporluhon pala bulus dohot boi disimpan dalom masa tolu ari. Sala sada manfaat tarbarita sian infused water on, adong ma boi mandetoks badan asa racun  mago doto tubu pe gabe lobi sogar. Ndang holan i, manginum infused water on pe boi mangontapi ho sian dehidrasi, gabe sumber vitamin, mangingkathon imunitas, dohot mangotapi sahit ginajl. Au porsea, inuman on sosok hian tu hamuna na diet manang diinum sasadari. Hamuna porlu mamopai inuman on - jam dungkon dibahen. Dungkon ni, siinoman on boi diatimi dipabuni saleleng tolu ari."
bbc,"Molo akka naposo nuaeng molo adong na mar ulang taon donganna, pittor dibahen do hera sada ulaon na mambahen mengkel. Ale olo do sipata mambahen sogo ni roha sautna tu na marulang taon. Sabotulna nian mamereng halakna do, molo par mohop ate-ate do halakna unang pola tabahen songon maniram aek, pasaburhon topung dohot na asingna. Alana boi do annon mambahen sogo ni roha sautna. Ale molo na tabo do halakna ba boi ma tabahen songon na i ginjang nangkin. Saleleng unang sampe mambahen hancit dagingna. Molo las rohana, akka dongan na mambahen pe tu ibana ndang na pola gabe marsala tu ibana."
bbc,"Akka hasalahon na nunga tabahen i tabuat ma i gabe sada parsiajaran tu hita lao mangulahon akka na denggan tu joloan ni ari. Molo dung mardalan hita tu joloan ni ari lam denggan ma hita unang be taulakkon na nunga sala na tabahen i. Dung sae sian i, ndang boi holan sahalakta na mandalani akka parukkilon tai boi do hita makkatai tu akka dongan manang kaluarga naboi mangalean pandapot na denggan tu hita. Alana molo akka pandapot na denggan ikkon porlu do botoonta i lao mandalani ari na neng ro. Parukkilon i satongkin mambahen hita gabe ndang denggan mardalan alai molo torus hita mangalangka denggan do sautna."
bbc,"Godang do nuaeng angka parkarejo na marhubungan tu angka karejo na mangalompa. Alana molo na mangalompa on godang do marhubungan tu angka jolma. Mansai ringkot do angka parkarejo sipanganon on, alana sai iporluhon jolma doon torus namarhubungan tu siubeon. Ndang boi manahan male-malean torus hita ingkon mangan do hita. Ido mambahen angka partiga-tiga sipanganon mambahen mansai lakku. Molo boi hita di jabu mangalompa angka na tabo, boi do haduan hita mambuka usaha sipanganon asa boi annon tarpangke angka aha na nunga taboto i pangalompaan i. Molo boi annon sampe mambukka usaha i hita, ngaboi annon manjalo angka parkarejona na adong ."
bbc,"Molo dung denggan akka partai na adong, dibereng ma muse akka jolma na adong dibagasan partai i, manang songon dia pe mansai denggan do botoon akka partai on ndang sukkup holan partaina na denggan alai ikkon dohot do akka jolma na adong dibagasna. Alana akka jolma do na adong dibagasan partai i, jala halaki do na mangalehan akka na denggan annon tu akka jolma na adong. Gabe molo ndang boi do denggan akka na dibagasan partai i songon dia ma annon ibana boi mangulahon akka na denggan. Masyarakat pe sai lam bisuk ma mamereng akka jolma na adong dibagasan partai i."
bbc,"Ndang piga alat musik na adong di sikkola nisi Alom, alana ndang pola lomo roha ni dakdanak i lao mamparsiajari. Alai molo ibana lomo do rohana asa adong di sikkola akka alat musik tradisonal i. Molo mambege alat musik tradisional on mansai tabo hian begeon soarana marimbar songon alat musik na nunga modren. Ido umbahen hea di sada tikki idokkon ibana tu guruna asa dibahen alat musik tradisional di sikkola. Alana mansai denggan doi, asa diboto halaki tarlumobi gelleng-gelleng dope halaki, asa di ari na naeng ro unang gabe lolos halaki taringot tusi. Mambege si Alom las do tong roha ni guru nai, jala marusaha ma ibana lao mambahen."
bbc,"Nyeri pinggang. Nyeri pinggang atau cedera punggung toru bahat dialami oleh hamu na mangangkat boban, bersepeda, atau bermain golf, tenis, dan bisbol.Biasana rasa nyeri akan muncul di bagian pinggang atau punggung toru.Nyeri i dapot disebabkon oleh bahat hal, songon saraf terjepit, adanya robekan pada tendon atau otot, dan herniated disk.Ini adalah tanda bahwa olahraga yang sedang Anda jalani sudah terlalu berat bagi tubuh dan hamu mambutuhkon istirahat. Hamu dapot mengobati sendiri nyeri pinggang i dohot cara beristirahat dan malehen kompres dingin. Hindari dulu gerakan-gerakan songon mambungkuk atau mengangkat beban na borat. Anggo rasa nyeri madung mulai reda, Anda bisa melakukan peregangan ringan."
bbc,"Molo akka na positip do sihirimon i, denggan do i  molo sai dibagasan las ni roha manghirim nasa denggan i. Molo marsak do manghirim na denggan, lam reung ma holi-holi, jala gok pandelean. Las ni roha i ma pongkot paimahon atik sadia leleng nari asa nahirim i. Ndang pintor didok Ndang masa bei. Ndang tarpaima be i. Margabus do Tuhan i, ninna holan ndang pintor ro nahinirim ni rohana i Molo las roha manghirim, lam tu sehatna do pamatang nang tondi, lam tu sehatna haporseaon , jala lam tu toguna holong  ni roha tu Tuhan i dohot tu dongan jolma."
bbc,"Mie ayam, panganon na sada on bahat peminat na. Mulai sian anak sikola sampe tu halak na karejo sude do job roha na tu mie ayam. Mi ayam madung harga na terjangkau, porsi nai pe bahat, cocok do mi ayam jadi panganon molo malean. Harana raso nai na tabo an. Mi ayam tarbaen sian mi rap kuah bakso, sayur,  adong buse semur ni manuk, di kuah ni mi ayam i adong do i sira, petcin, kecap, saos rap lasiak. Inda do tola hita na jot-jot tu mangan mi ayam harana maligi bahat ni mocom panyakit di zaman sannari on. Biasana halak molo mangan mi ayam campuran saos nai na bahatan i, ima na hurang pade i tu kesehatan ni hita. "
bbc,"Molo toho pe na idokkon jolma i taringot tu dirinta tabahen ma gabe sada motipasi tu dirinta lao mambahen na um denggan. Alana molo sintong pe na idokkon dongantai unang gabe taalo, ikkon boi ma tabahen tu na um sumanana. Molo na toho do hita mokmok lam ringgas ma hita mar olahraga asa boi lam moru mokmok tai. Molo na toho do hita ndang ias molo lao manang tudia unang pola gabe tapikkiri alana sada pandapot na denggan doi tu hita asa boi lam ias molo lao. Ikkon boi ma tabereng akka dongan na mangalean pandapot na denggan, alana ndang sude akka dongan on denggan akka pandapotna"
bbc,"Godang do ende Batak na mandok tu hita ganup anakna asa boi hita pasangaphon akka natoras ta. Boasa ikkon tapasangap natoras ta i, alana mansai godang do labana tu hita. Naparjolo, ajaran ni ugamo godang do mandok ikkon pasangaponmu do natorasmu asa sude akka na hita kareja boi hasea. Alana sai ditangiangkon natoras ta do hita asa gabe anak na hasea, tangiang nai do mambahen hita asa boi mamolus angka ari na naeng ro. Molo ndang boi hita pasangaphon natoras ta nga mansai maol be annon hita mandalani ari tu joloan on. Ido umbahen mansai ringkot hita patu tu natoras ta."
