text,label
"ing Kabupaten Tapanuli ler , kuesioner dipundhawahaken datheng sedaya sekolah langkung UPTD pamucalan ",jav
ing kitha Pasuruan kengungkukan monev semu langkung nglebet,jav
Monitoring dipuntumindakake langkung UPTD uga melibatkanpengawas ,jav
senaosa ing beberapa daerah nyambut damel sami kengungkukan monev antawis staf dinas pamucalan uga Kandepag mlampah sae,jav
Hal niki babaran kecemburuan uga rumor babagan ketidaktransparanan jajaran Kandepag lebet pengelolaan danamonev,jav
"amargi macem-macem faktor kesebat , sacara umumkengungkukan monev internal dipunanggep kirang ngenteni",jav
"cekap kathah lembaga ingkang sacara lajeng ndhatengi sekolah-sekolah tanpa sepengetahuan satker , mboten pertela laporannya",jav
pikantuk pengawasannya ugi mboten dipuntedahaken utawi dilaporkan datheng satker ing tingkat pundia ugi,jav
"ecara lajeng BPKP numindakake audit kaliyan difasilitasi dening satker provinsi , satker kabupaten/kitha",jav
nanging macem-macem fakta ingkang dipunpanggihaken ing lapangan ningalaken kirang efisiennya sistem monitoringeksternal ingkang sampun mlampah,jav
namung ing Mapenda Kanwil Depag Provinsi Jawi wetan enten dokumen laporan panggigatan,jav
Isu niki umumnya bersumber saking masyarakat uga guru,jav
"sacara umum , proses penyampaian uga pananganan panggigatan saged dipunpupuran dados telu kelompok , yaiku",jav
"(i) panggigatan langkung satker , (ii) panggigatan langkung sekolah , uga (iii) panggigatan langkung monev eksternal",jav
sinten ingkang berwenang konjuk numindakake investigasimenawi panggigatan kesebat terkait kaliyan kinerja pamonten program,jav
"senaos reaksinya gelis uga lajeng , panggigatan uga prosespenyelesaian sak-werni niki mboten didokumentasikan kaliyan sae",jav
nanging lebet kajian niki mboten dipunpanggihaken entenipun catetan uga dokumentasi panggigatan ingkang nate dipunkempalaken sekolah-sekolah sampel,jav
ing kathah sekolah ugi mboten keningal entenipun kotak gigatan,jav
kawontenan niki ugi berpengaruh majeng minimnya mirengan uga kekendhelan masyarakat konjuk ngantosaken gigatan uga kritik datheng sekolah,jav
"Beberapa unsur ingkang terlibat aktif lebet upaya pananganan panggigatan kesebat ing antawisipun yaiku DPRD , LSM , uga miyambakipun lokal",jav
"langkung siaran pers , kewontenan unit niki diumumkan datheng masyarakat , pepak kaliyan nomor telepon ingkang saged diakses",jav
"ing Provinsi Banten , kantor pos dados penyalur dana BOS ,nyawisaken kotak pos gigatan 6000 ngantos 6006 kunjuk masyarakat",jav
Lembaga ingkang berperanserta lebet monev eksternal kesebat sanjang paling aktif uga reaktif majeng gigatan ingkang katampi,jav
"Lembaga ingkang nggadhahi kewenangan ingkang cekap kiyat yaiku unsur-unsur pengawasan , kados Bawasda , Irjen uga DPRD",jav
"parandosipun , sistem ingkang dereng terkoordinir kaliyan sae niki mboten sanget njamaken pananganan panggigatan sacara ngenteni",jav
"nanging , ngantos sakmenika dereng enten upaya tindak lajeng inggil keluhan kesebat",jav
"kiyat dugaan , minimnya respons instansi terkait kesebat akibat tidakjelasnya sabenan pengawasan eksternal",jav
Instansi terkait mboten nggadhahi kewajiban konjuk menindaklanjuti gigatan ingkang katur LSM uga miyambakipun lokal,jav
"kajawi kerekaosan mengakses unit panggigatan formal , tingkat kapitadosan masyarakat majeng unit internal cenderung mini",jav
Indikasi niki saged dipunningal saking kathahipun anggotamasyarakat uga guru ingkang nggigataken masalah pengelolaandana BOS dhateng LSM,jav
nanging lebet keyektosanipun piyambake sedaya cenderungnyambut damel piyambak-piyambak,jav
ing beberapa daerah ugi dipunpanggihaken entenipun personelingkang dipunaos mboten kompeten,jav
Dinas pamucalan dados pimpinan satker cenderungmendominasi aktivitas pengelolaan Program BOS,jav
Dominasi punika kraos ngantos datheng sekolah uga madrasahamergi lebet pamontenanipun satker kathah ngginakaken UPTD,jav
"UPTD , khususnya ing daerah kabupaten nyabenan ing hampirsedaya tahapan program",jav
"pawingkingipun , komite sekolah namung dados â€œstempelâ€saking kewigaten pengelola sekolah",jav
"Bahkan , ing beberapa sekolah swasta ingkang dados sampelkajian niki dereng dipunbentuk komite sekolah",jav
kajawen sabenan dewan pamucalan dipunpanggihaken ing Kabupaten Tapanuli ler uga Kabupaten Minahasa ler,jav
sedaya kengungkukan niki dibiayai saking dana operasionaldewan pamucalan ingkang dipundeningaken saking Depdiknas,jav
"pangera BP3 namung badan saking tiyang sepuh siswa ,sementara komite sekolah badan saking tiyang sepuh siswa uga masyarakat bentenipun",jav
Dewan pamucalan ugi ngungkuk lebet mengampanyekanotonomi sekolah utawi manajemen berbasis sekolah (MBS),jav
langkung mekanisme niki pamerentah puser ngabritaken pamontenan program dhateng pamerentah provinsi,jav
"sarehdentenipun , pertanggungjawaban lebet bentuk laporanakhir namung dipundamel dening satker provinsi uga Satkerpuser",jav
Hal sak-werni niki ngrupikaken masalah ingkang biyasa kedadosan kaliyan program-program ingkang dipunwontenaken langkung mekanisme dekonsentrasi,jav
konjuk ningkataken koordinasi uga pertanggungjawaban ing tingkat daerah,jav
"nanging , enten macem-macem kekuwatosan menawi dampakingkang diharapkan mboten saged tercapai sacara optimalamargi macem-macem faktor",jav
"Uraian ing ngandhap niki badhe mendiskusikan hal kesebat ,berdasarkan fenomena-fenomena ingkang dipunpanggihaken lebet kajian gelis niki",jav
Persepsi kesebat dipunduduk lebet macem-macem diskusikelompok terarah ingkang dipunwontenaken ing sedaya kabupaten/kitha sampel,jav
"dipunningal saking agengipun dana ingkang dipunsukakna datheng sekolah , tentunya Program BOS berpotensi sanget konjuk nyukakaken dampak ingkang yektos",jav
"parandosipun , saking macem-macem keyektosan ingkang dipunpanggihaken lebet kajian gelis niki saged kayektosan indikasi-indikasi dampak program",jav
"kunjuk sekolah ingkang wilangan siswanya kathah , aos indhak-indhakan panampen kesebat cekap signifikan",jav
indhak-indhakan panampen sanguh langkung ageng amargi dereng tentu sedaya murid membayar iuran siswa ing periode-periode saderengipun,jav
"ing antawis sekolah-sekolah sampel , namung enten setunggal sekolah SMP ing kitha Cilegon ingkang panampenipun mandhap saksampune entenipun BOS",jav
tingkat ewah-ewahan panampen sekolah saksampune entenipun BOS bervariasi antarsekolah,jav
Sementara punika panampen setunggal sekolah ing Cilegonmandhap sekitar 15%,jav
wilangan sekolah sampel berdasarkan ewah-ewahan kelompokpanampen sadereng uga sasampun nampi BOS dipuncawisaken lebet Tabel 2.7,jav
"SD/mun ingkang ngalami indhak-indhakan yaiku 18 sekolahutawi sekitar 90% , sawegaken SMP/MTs namung wolu sekolahutawi sekitar 66,7%",jav
"kaliyan ningkatipun panampen sekolah saksampune ndening BOS , ingkang ngenjawen sekolah konjuk biaya operasional punumumnya ningkat",jav
"Indikasi indhak-indhakan kwalitas pamucalan kesebat , antawis benten keningal saking",jav
indhak-indhakan intensitas kengungkukan-kengungkukan ingkang berkaitan kaliyan indhak-indhakan kwalitas guru kados MGMP uga KKG,jav
"nanging , betah dipuncatet menawi dampak kengungkukan kesebat badhe maksimal menawi kwalitas kengungkukan kesebat saged dipunjagi",jav
"kaliyan indhak-indhakan panampen niki , enten indikasi menawi semangat mucal guru ningkat",jav
biyasanipun saking iuran siswa ingkang tebih langkung alit kamawon piyambake sedaya nyaged alokasi,jav
"ing beberapa sekolah miskin , indhak-indhakan niki kraos sanget amargi kaliyan biaya operasional ingkang minim sanget sadereng entenipun BOS",jav
"sarehdentenipun , kengungkukan sinau-mucal dados malehaken sanget",jav
"kaliyan indhak-indhakan pirantos badhe wucal , guru dados langkung sumagah uga bebas lebet ngasringaken macem-macem teknik mucal",jav
"nanging , indhak-indhakan kwalitas kengungkukan sinau-mucal niki tentunya betah didukung kaliyan indhak-indhakan kesagedan guru",jav
"indhak-indhakan koleksi buku ing sekolah , sae buku cepengan konjuk guru kersaa bukubuku piwulang baku uga buku piwulang minggahan",jav
Hampir sedaya sekolah ndamel alokasi ingkang cekap kathah konjuk panumbas buku,jav
Koleksi buku perpustakaan minim sanget amargi panumbas bukucekap ngawrat-awrati tiyang sepuh murid uga entenipun insentifrabat panumbas,jav
indhak-indhakan intensitas uga jenis kengungkukan ekstrakurikuler,jav
"nanging , beberapa dinas pamucalan ngginemaken entenipun indikasi dampak positif saking program niki",jav
indhak-indhakan APK niki disinyalir kedadosan amargi indhak-indhakan partisipasi pamucalan ing beberapa daerah pelosok,jav
"parandosipun , umumnya para pemangku kewigaten ing kitha nyukakaken pangaosan ingkang relatif semu andhap ",jav
Hal kesebat pancen kirang ditekankan lebet sosialisasi kersaa lebet ujaran panampen bantuan (kontrak pamontenan program) ,jav
"milanipun punika , sekolah cenderung mboten numindakake upaya-upaya khusus konjuk mencegah putus sekolah ",jav
Tentunya hal niki berdampak ing pamandhapan biaya pamucalan ingkang kedah dipunmedalaken dening tiyang sepuh siswa ,jav
"mbasi mboten enten pamertelan resmi saking upadosan kesebat , kebokmenawen hal niki ugi dipengaruhi dening entenipun danaBOS ",jav
"Bahkan , kalih pamerentah kitha nduwe pangangkah konjuk ningkataken anggaran pamucalanipun ",jav
"nanging ing kalih kitha sampel bentenipun , enten indikasimenawi alokasi APBD ing bidang pamucalan badhe dipunkirangi ",jav
Beberapa tuladha program pemda kabupaten/kitha ingkang dipunsamikaken kaliyan Program BOS antawis benten yaiku ,jav
"ing samping punika , Pemkot Pasuruan ugi mengalokasikandana konjuk merehabilitasi wungon sekolah saageng Rp13,4miliar ",jav
"Dananya asalipun saking puser (50%) , provinsi (30%) uga pemkot (20%) ",jav
"ing kitha Cilegon , pemkot nyukakaken tunjangan konjuk guru ,berupa arta transpor uga tunjangan kesejahteraan ",jav
"kajawi punika , pemkot ugi nyukakaken bantuan guru saageng Rp50.000 saben guru saben wulan ",jav
"ing Kabupaten Tapanuli ler , pemkab merencanakan konjuk nyukani tunjangan kesejahteraan guru saageng Rp50.000 saben tiyang saben wulan ",jav
2.8.2 tingkat kepuasan majeng pamontenan Programpamontenan ,jav
Program BOS ingkang dipuntumindakake sacara kebujeng uga tanpa jagen ingkang matang ,jav
Skor radin-radin saking sedaya FGD (20 FGD) konjuk kepitu tahapan pamontenan berkisar antawis 54-66 ,jav
"kajawi punika , cekap kathah ingkang mboten pitados menawi beberapa panggigatan sampun ditindaklanjuti sacara ngenteni ",jav
Masalah penyaluran dana ingkang paling kathah disoroti yaiku keterlambatan panampen dana ing rekening sekolah,jav
"bedan ingkang paling mencolok antawis kekalihipun yaiku masalah sosialisasi , penyaluran , uga pelaporan ",jav
yektosan ingkang dikemukakan pejabat daerah ugi seringkalimboten tepat ,jav
dadosipun menimbulkan kesalahpahaman antawis sekolah uga komite sekolah utawi tiyang sepuh murid ,jav
piyambake sedaya ugi rumaos terbantu kaliyan mboten entenipun pendhetan arta mlebet sekolah uga ngirangipun panumbas buku piwulang baku ,jav
yektosan niki konsisten kaliyan pangaosan tingkat gina kunjuk siswa miskin lebet FGD kados kanamanaken saderengipun ,jav
Hampir sedaya tiyang sepuh murid ingkang anakipun riyen nyaged beasiswa (BKM) jebulna cenderung langkung remen kaliyan Program BOS ,jav
BKM namung katampi setunggal semester kamawon amargi dipunsukakna sacara nggentosan; ,jav
uga menawi anak ingkang bersekolah langkung saking setunggal mila biyasanipun namung setunggal anak ingkang nyaged BKMkaliyan alasan pemerataan ,jav
pikantuk kajian niki ugi ningalaken posisi strategis sekolah dados ujung waos pamontenan program ,jav
Saran-saran konjuk penyempurnaan teknis lebet macem-macem tahapan pamontenan program badhe dipuncawisaken ing sub-bab punikanipun ,jav
"lebet uraian punika niki badhe katur pangrembagan uga saranngengingi konsep program , khususnya berkaitan kaliyan ",jav
menawi dikaitkan kaliyan mandat UU No 20 taun 2003 Pasal 5uga Pasal 11 ,jav
sacara lajeng ketentuan niki badhe berdampak ing entenipun diskriminasi utawi bedan numa paladosan antarsekolah ,jav
Padahal dana ingkang dipunsukakna langkung Program BOSmboten badhe nyekapi konjuk nyukakaken paladosan pamucalan ingkang bermutu ,jav
"Perumusan niki tentunya didasari dening pilehan politisngengingi tujuan program , yaiku napa konjuk ",jav
konjuk nginggili permasalahan niki dipunbetahaken kekendhelan konjuk menegaskan posisi ing antawis kaping kalih pilehan kesebat ,jav
"enten beberapa alternatif cara penargetan , ing antawisipun kaliyan penargetan wilayah uga penargetan individu ",jav
"sasaenipun penentuan mboten dipuntumindakake namung dening sekolah , nanging dening panjejibahan piyambak ingkang bersifat independen ",jav
"jangkah uga kajeng datheng arah niki didukung dening beberapaalasan , sae praktis kersaa legal ",jav
"Program bantuan niki lebet praktiknya dikelola dening unit-unit nyambut damel ing instansi pamucalan , klebet sekolah/madrasah",jav
Pasal 108 ayat (1) UU No 33 taun 2004 babagan Perimbangankartan antawis pamerentah puser uga pamerentah daerahngginemaken ,jav
lebet kaitan niki urusan madrasah dados dilematis ,jav
Pasal 39 ayat (1) UU No 33 taun 2004 ngginemaken ,jav
â€œDAK dialokasikan dhateng Daerah tertentu konjuk mendanaikengungkukan khusus ingkang ngrupikaken urusan Daerahâ€ ,jav
REKOMENDASI konjuk saben TAHAPAN pamontenan ,jav
Sosialisasi v) pamonten program betah nyagedaken pembekalaningkang langkung sae ,jav
Sosialisasi konjuk pamonten program sasaenipun dipunsukakna lebet bentuk panglatian ,jav
"Sosialisasi datheng masyarakat ugi betah dipuntumindakake langkung macem-macem jalur , antawis benten langkung ",jav
"sekolah , miyambakipun elektronik uga cetak , mawi penyebaranbrosur uga poster ",jav
viii) Sekolah sasaenipun dipunsukani kebebasan konjuk mbikak rekening ing lembaga kartan pundia ,jav
"sarehdentenipun , betah entenipun sosialisasi kunjuk bank/lembaga kartan panggen rekening sekolah dipunbikak ",jav
ix)Dana sasaenipun sampun mlebet datheng rekening sekolahing awal semester kajengipun sekolah sanguh ngginakaken piyambakipun sami RAPBS ,jav
konjuk menunjang kelancaran penyaluran dana betah didukungpenjadwalan tahapan pamontenan ingkang ketat (ningal rekomendasi (i)) ,jav
"xi) mboten dibetahaken entenipun panatanan wates wanci pamendhetan dana , ngeling kebetahan sekolah wulanan mboten salajeng sami ",jav
"ing samping punika , betah dipertegas menawi pencairan uga pangginan dana mboten dipunwatesi namung konjuk setunggal semester kamawon ",jav
Kesepakatan saben daerah niki kedah dilaporkan uga nyaged persetujuan satker provinsi ,jav
Dinas pamucalan uga aparatnya ing tingkat kecamatan kedah numindakake pembinaan kajengipun sekolah saged menyusunRAPBS kaliyan sae ,jav
xiv) paweweh prioritas gina kunjuk murid miskin betah langkung ditekankan uga disosialisasikan sacara bikak ,jav
"ing samping punika , betah entenipun tatanan umum prosespenentuan siswa miskin ",jav
pikantuk kengungkukan kesebat kedah nyukakaken umpan walik ingkang pertela dhateng lembaga pamonten,jav
Unit monev independen niki ugi nglampahi gina pananganan panggigatan ,jav
xxi) kewontenan unit uga miyambakipun panggigatan betah disosialisasikan sacara wiyar dhateng masyarakat uga sekolah ,jav
"kajawi punika , penyampaian informasi inggil upaya tindak lajeng utawi pikantuk penyelesaian saben gigatan kedah katur dhateng pelapor ",jav
Hal niki dibetahaken konjuk mungu kapitadosan masyarakatinggil efektivitas ladosan unit panggigatan ingkang sampun dicawis ,jav
"kajawi punika , proses pananganan panggigatan ingkang idealuga optimal mbetahaken unsur ",jav
gigatan ugi kedah didokumentasikan uga diupayakan konjuk ditindaklanjuti ,jav
xxvi) sasaenipun pananggel wangsul program diserahkandhateng Departemen pamucalan Nasional ,jav
pamonten program ing tingkat daerah diserahkan dhateng dinasingkang nangani masalah pamucalan ,jav
Ukuran Objektif Kesejahteraan Keluarga konjuk PenargetanKemiskinan ,jav
"setunggal , sistem niki melibatkan masyarakat lokal , dadosipun pikantuk ingkang dipunsaged ngginakaken pangasumerepan lokal ",jav
"kaping kalih , indikator kemiskinan ingkang dipunpikantukaken peka majeng kondisi kemiskinan lokal , akurat , uga mboten gampil â€œdimodifikasiâ€ ",jav
"amargi alasan kesebat ing inggil , ket krisis 1997 wigatinipun mekanisme penetapan sasaran ingkang sami sampun nyaged mirengan ",jav
Biaya saking masing-masing upaya â€œsensus masyarakatmiskinâ€ niki sanesipun mboten nduwe artos ,jav
Hal niki sangking dening lemahnya metodologi uga minimnyapanglatian kunjuk para personel ,jav
enten beberapa bedan utami antawis CBMS uga sistempemantauan kemiskinan ingkang bersifat tradisional ,jav
"ketelu , CBMS peka majeng kondisi-kondisi ingkang bersifat lokal",jav
Hal niki wigati amargi kondisi kemiskinan seringkali benten bergantung ing kondisi lokalnya ,jav
"kaliyan mekaten , aparat pamerentah saged ndamel pemeringkatan keluarga ing mukawis dhusun ingkang didasarkan ing kesejahteraannya ",jav
Informasi niki badhe wigati sanget konjuk ningkataken penetapankeakuratan sasaran program penanggulangan kemiskinan ,jav
Informasi tingkat dhusun dipundeningaken kaliyan ngginakaken daftar kontrol terstruktur.,jav
Keluhan umum majeng data BKKBN yaiku menawi data niki saged kaliyan gampil disabotase ,jav
"Singkatnya , data uga metode pemrosesan ingkang kami angge njamaken sabotase data dados langkung rekaos uga pikantukipun langkung objektif ",jav
"setunggal , BKKBN berpengalaman lebet numindakake sensustingkat griya tangga ",jav
"ing hampir sedaya dhusun ing Indonesia , BKKBN nggadhahi kader ing tingkat RT ingkang taksih terus ngempalaken dataBKKBN saben taun ",jav
dhusun CBMS Proyek uji cobi CBMS kewates namung ing provinsi-provinsi ing Pulau Jawi ,jav
Kabupaten setunggal yaiku Cianjur ing Jawi kilen uga bentenipun yaiku Demak ing Jawi madya ,jav
"saking saben kabupaten , dipunpileh kalih kecamatan uga ing saben kecamatan dipunpileh setunggal dhusun , ngantos milangan sekawan dhusun ",jav
saben griya tangga ing dhusun-dhusun kesebat didata ,jav
antawis saking ibu kitha kabupaten datheng kecamatan ingkang kepileh ugi dipertimbangkan ,jav
setunggal kecamatan ngantawis tebih saking ibu kitha kabupatenuga setunggal kecamatan bentenipun ngantawis celak ,jav
Sampel mboten dipunpangangkahaken dados representatifkabupaten utawi kecamatan ,jav
dhusun-dhusun kepileh ing Cianjur yaiku dhusun Parakantuguing Kecamatan Cijati uga dhusun Cibulakan ing KecamatanCugenang ,jav
Sementara dhusun ingkang kepileh ing Demak yaiku dhusun Jungpasir ing Kecamatan Wedung uga dhusun Kedondong ing Kecamatan Demak ,jav
Informasi dasar ing saben dhusun niki saged dipunningal lebet Tabel IV.2 ,jav
"nanging , kendala pangempalan data kesebat sampun dipunkulani sacara wiyar ",jav
Keuntungan utami pangginan PCA yaiku menawi metode niki memperkenankan penentuan indikator kemiskinan ingkang berkarakteristik lokal ,jav
Analisisnya bersumbu ing tingkat keluarga uga variabel ingkang dipunginakaken saged dipunningal ing Tabel V.1 ,jav
pikantuk-pikantuk PCA didiskusikan sacara kesapih konjuk saben dhusun ing kunjukan VIII ngantos XI ,jav
"dhusun KEDONDONG dhusun Kedondong manggen 10 kmsaking ibu kitha Kabupaten Demak , badan saking telu RWkaliyan total 20 RT ",jav
"dhusun niki dikelompokan lebet blok , kaliyan masing-masing bloknya enten setunggal RT utawi badan inggil 60 griya ",jav
"ngusung fasilitas pamucalan , enten sekawan SD nanging mboten enten SLTP utawi SLTA ",jav
SLTP paling celak ngantawis 3 km saking dhusun niki uga SLTApaling celak ngantawis 5 km ,jav
"Sementara punika , fasilitas pamucalan inggil paling celak ngantawis 8 km , celak puser kitha ",jav
"langkung malih , mboten sampun dicawis fasilitas pamucalan nonformal ",jav
"tirah-tirah malih , jampi-jampen tanpa resep dokter pun sampun dicawis ing kios-kios alit ing sedaya dhusun ",jav
Akses medal uga mlebet dhusun cekap ngenteni ,jav
"Singkatnya , niki ngrupikaken jenis radin ingkang wonten setunggal tingkat ing ngandhap radin beraspal ",jav
"kaliyan mekaten , radin niki saged kelangkungan saben taun ",jav
"Transportasi umum kados minibus uga ojek sampun dicawis saben dinten , sekedhikipun salebetipun 8 jam ",jav
"lebet hal sanitasi , kekathahen warga masyarakatnyangginakaken toya lepen ing sisih kilen dhusun konjuk adus",jav
"sawalikipun , hampir sedaya anggota masyarakatnyamengkonsumsi toya inum saking PAM ",jav
"nanging , ing dhusun niki mboten enten kantor pos , uga kantor pos paling celak ngantawis 6 km saking dhusun ",jav
Bank resmi ingkang sampun dicawis ing dhusun niki yaiku bankgadhah pamerentah ,jav
"dhusun JUNGPASIR dhusun Jungpasir yaiku setunggal ing antawis 20 dhusun ing Kecamatan Wedung , ing KabupatenDemak ",jav
dhusun niki ngantawis 25 km saking kitha kabupaten uga sekitar15 km saking kitha kecamatan ,jav
dhusun Jungpasir wonten tebih saking radin negera (radin ingkang dipunwungu pamerentah puser) ingkang hubungaken Demak uga Jepara ,jav
"ing dhusun kesebat , radin utami kedamel saking aspal , senaosa sampun ngalami kathah karisakan akibat minimnya pangingah-ingah ",jav
enten kalih radin utami ingkang menuju datheng dhusun Jungpasir ,jav
"Kondisi radin ing sisi Jepara terawat kaliyan sae , benten sanget kaliyan kondisi radin ing Demak ",jav
niki ndamel antawis tempuh saking ibu kitha Demak datheng Jungpasir namung mbetahaken setunggal jam ,jav
Alternatif radin bentenipun yaiku nglangkungi ibu kitha Kecamatan Wedung ,jav
"nanging , wanci radin ingkang ditempuh dados langkung panjang , yakni langkung saking kalih jam amargi parahnya kondisi radin ",jav
wiyar wilayah pangawisan namung mencakupi 30 hektare uga dikelompokkan ing area sapanjang radin utami dhusun ,jav
"sakunjukan wiyaripun dipunkonjukakenan kunjuk fasilitas umum ,fasilitas kagamen , siti petakan , uga benten-benten ",jav
Jenis padamelan benten yaiku mande tedhan uga buah ,jav
"kekathahen warga masyarakat ingkang nyambut damel ing sektor niki numindakake gramenipun ing Demak , Jepara uga bahkan Jakarta ",jav
"konjuk sumber panempuhan , saben griya nyaged pasokan listrik saking PLN ",jav
kekathahen warga ugi sampun nggadhahi WC pribadi ,jav
"parandosipun , taksih enten beberapa warga ingkang ngginakaken toya lepen utawi WC gadhah tangginipun ",jav
"konjuk dhusun ingkang manggen tebih saking ibu kitha kabupaten , fasilitas pamucalan umumnya sampun sampun dicawis ",jav
"enten telu sekolah dasar , setunggal sekolah madya setunggal (SLTP) swasta uga setunggal sekolah madya inggil (SLTA)swasta ",jav
